Q12913 P46087
P02751 P21964
P27695 Q06265
Q70EL1 O43633
Q9BY84 Q9H269
P52907 Q6IMI6
Q8WWF1 Q9NYQ7
Q96SD1 P49917
Q99608 Q15185
P03372 Q9ULM6
P15880 Q92901
Q14978 Q8IVV2
Q13573 Q13895
Q9Y2I2 P18031
Q9BUN8 Q8WUX9
Q8IWE2 Q15404
P01137 Q92598
P04150 Q2TAA5
Q9BUN8 P38435
P10275 Q5SRE5
Q9NUM3 Q96GC9
O76024 P20155
P15927 Q8TAQ2
P13473 O00400
Q86T26 Q9NZ01
A4D1S0 Q2TAA5
Q8N5N7 P03915
P36578 P62841
Q15742 P28799
O95985 Q15437
Q9NYB0 Q96B26
O75534 O95985
Q96NZ9 P09326
Q9NQQ7 P07204
P29966 Q99618
Q02818 P35354
O15144 Q92558
P46779 Q9Y3B9
O15496 Q86VZ4
Q99259 Q969L2
O60245 P52907
Q9NPH0 P84090
P07307 Q9H9S5
Q9HCS5 Q92738
Q9HCU0 P46379
P51398 P03372
Q8NBJ9 Q9NPH3
P04150 P56134
Q9Y6Z7 Q9P0U3
O75607 Q7Z7K6
Q96JN0 Q93009
Q99608 Q8N1G4
P98153 P04035
Q86Y30 P22413
O95831 Q9NPL8
Q92844 Q86XI2
P27694 P18887
Q9UHD9 Q5VX71
Q02083 Q9UGT4
P55854 P06737
O60663 O14770
Q6ZT07 Q9HD23
Q00325 P56181
P12644 P62244
Q9NZQ7 P80723
O14830 Q15293
Q8WUK0 P22695
P46087 Q96G21
Q9BRN9 O94985
Q13635 Q8NBP7
Q6ZUJ4 P13798
Q8WVJ2 Q9Y2X3
Q7Z304 P04183
Q8IW35 Q8TCU4
P04150 Q9NY61
P20264 P01834
P50222 Q96FJ2
Q9HBL7 Q96HY6
Q9UMR7 Q92626
Q9Y5Y6 Q92824
Q9BYD2 Q6P161
Q969G6 P13498
Q9NVV9 P55081
Q9Y279 Q7Z3U7
O14561 Q96CM8
P29966 O75976
Q6UXL0 Q13332
P60866 Q9Y5T5
P01871 P78395
P51784 Q16822
O00567 Q07020
O15460 Q9BVC3
P46531 P48553
Q9Y679 P39656
Q9NS69 O75431
Q96PV6 Q96LA8
Q9UFN0 Q96CM8
P33681 Q13505
P98160 O15273
P04183 P05060
Q8N3G9 Q9HAV4
Q96DZ1 O75503
O95831 P51687
Q96CM3 Q96C36
Q9Y4C4 P57764
Q13291 Q9NZJ7
Q14790 Q02818
P06748 Q07020
Q9H251 Q6P087
P03372 P41235
Q9UBI1 Q9P000
O75390 Q9BYD1
P08247 O95363
Q8NBP7 O14735
O15205 O43707
O60462 O43157
Q16790 Q15043
O95831 O75489
Q6UY01 O95985
Q13601 P82664
Q96QK1 P13473
Q9H0D6 O75882
P06702 Q9Y2W1
Q5MIZ7 Q9NR45
P15514 P05067
P37268 Q9BTV4
Q96A22 Q5VUB5
Q9UHP7 Q5KU26
Q8N766 P13804
O43427 P05067
Q99952 Q13015
O75390 Q96A35
O75390 Q8N5N7
Q9UHD9 Q15517
P31995 P02741
Q8TD46 Q13635
Q86T26 Q9Y6I9
P56180 O76024
P20701 P08575
P03372 Q8TCJ2
P51571 Q9Y244
Q9H0D6 Q96B26
Q16827 Q15904
Q6P5W5 P13224
P20645 O43181
Q9NYB0 Q92733
Q16658 Q14694
Q9Y6X5 P55061
Q9BW61 P43490
Q86WS5 Q6ZT21
Q5HYA8 O15173
Q8WTV1 Q9UNX3
O43920 P12694
Q8TDC0 Q8IYS1
P04150 Q12864
Q02083 Q92824
Q6UXG8 Q9UI10
P40337 Q9UM00
Q13573 Q9Y266
Q9BT49 Q9UNX3
P29350 P42702
Q16790 Q6NUQ4
Q5TGI0 Q9NS69
Q86UE4 Q9ULK0
Q9HBL8 Q96G21
Q9P0X4 Q96P56
Q9UF56 Q9NYK6
O60346 Q14160
O14980 P46060
O15205 O95573
P01127 Q14517
Q16643 P16070
Q9UIR0 Q9Y5Y6
P14138 Q13444
Q8IW35 Q96SI1
Q9UBV8 Q99932
Q9NQC7 Q7L2H7
P51888 Q7Z7M0
Q8TAU0 P11831
Q8WWY8 P19823
P05067 Q9P0K1
Q99442 Q8IWB9
P13473 Q9NQ84
O15496 Q8TD30
Q7Z6A9 P00374
Q9BVS5 Q7L8L6
Q6PEV8 Q9H816
P11912 Q8WUK0
P27695 Q9H0D6
Q9UHY8 Q3MII6
Q13316 P08603
Q9Y6G3 Q8TCS8
P10909 O15160
Q96HY6 O43324
Q14802 Q8TC07
P30050 P62244
Q6P087 O75380
Q9BU64 Q9ULF5
Q01628 Q6GYQ0
Q7Z417 P30533
Q16854 P55290
P55854 P26641
P15927 P29966
Q96ES7 Q9Y448
P20333 Q12816
Q7L8L6 Q9P032
P14735 Q7Z739
Q6P587 Q9NVV4
O14931 Q96F46
Q96HY6 Q02543
P08247 Q15526
Q9UJM3 Q96PZ0
P62136 P55084
O75390 Q9BYV8
Q5BVD1 Q8TEY7
Q8WVJ2 Q9UJT9
O95980 P27918
O43491 A6ND36
Q9Y3U8 Q96G21
Q96A22 A8MVW0
P07766 O76036
Q9Y5Y6 O60462
P41208 Q2NKQ1
A1L190 Q7Z7A1
P62906 P46087
Q6PI48 O14735
O95147 O95886
O15496 P12109
P25942 Q86V85
P55075 O60287
Q9BSE2 Q86WK6
P48307 Q92673
O15547 P42357
A1L190 Q96ES7
P15289 O75360
P35354 P05067
Q96HY6 P62917
Q14766 P18084
Q14508 P14621
P00374 Q9UPU7
O95149 Q9Y4E8
Q2MV58 Q96DZ1
Q9BXY0 Q8WTT2
P55854 P17812
P62277 Q8TDN6
O14980 Q96GY3
O15355 Q13797
Q9NZU7 Q13936
Q8N878 Q9HC84
Q15646 Q8TDN6
P22304 Q641Q3
Q6UWM7 O60279
Q9UBX2 P46087
Q12931 P51571
Q96DN2 Q7Z7A3
P40189 Q03405
O75147 Q9NYH9
P18827 Q09666
P30533 Q5T280
Q6PRD7 O60486
P19883 P49639
Q9BPX7 Q9HC84
O15194 Q5VU97
Q6P5W5 Q6PCB7
Q6EMK4 P61812
O75326 Q96S66
Q71RG4 Q9BVT8
O75197 Q8J025
Q96FX7 Q96QK1
Q8NBM4 Q5SNT2
P11279 Q8NFA0
Q6NUS6 Q15125
Q14003 Q8WUM9
Q15116 P61803
Q9ULK4 O75448
Q9Y676 P46781
P02751 P02679
P26842 Q9H1U9
Q9UBM1 Q08188
P27695 P36578
Q9BUN8 O95470
P29350 P62917
Q99626 Q12824
Q96BH3 Q96S16
Q9NUM4 Q7Z2K6
Q8TAB5 P27797
Q9HBL7 O15027
Q9Y3B6 Q8N766
P0C7A2 A8K2U0
Q01638 P05067
P54578 P46776
Q96AY3 O75312
Q02083 O60462
Q03014 P28799
P26992 P29350
Q9BVM2 P05067
P08247 O43181
Q13895 Q12816
Q96IR7 Q5UIP0
O95672 Q16585
Q9UBP4 Q96HI0
Q14694 O95985
Q96HY6 P62829
Q15113 Q9H6X2
Q6P087 Q9BRJ2
P26022 P09038
Q96AG4 Q9NQC3
P60903 Q5UE93
Q96A22 Q02487
P46776 Q9BRJ2
Q9BXK5 Q9H1M4
Q8TD46 P41217
Q9BV99 P28340
P03372 Q8NAV1
O95831 Q9BSH4
O43511 Q8NBX0
Q12824 O75152
Q9BXJ4 Q8IYK4
Q9NYB0 Q9H668
O95831 P36551
O00567 Q96PZ2
Q92956 P51571
Q9UHP7 Q9NY26
P27695 P57054
O00555 Q12805
O43561 Q8WY91
P14138 Q96F46
P62841 P62241
Q6UXL0 P15260
P10909 P37231
Q9H665 Q6UXB1
Q96AG4 Q8TEV9
Q5J8M3 Q9Y3Y2
Q96AK3 P82675
P05067 Q92504
P11686 Q8TB96
O43240 Q9GZZ8
Q6P587 Q9BRJ2
P60484 Q9Y3B7
P40337 P24666
P60484 Q02878
O00567 P62917
O14980 P28340
Q92542 Q6EMK4
Q8WZ55 Q9NZD8
P28799 P22102
Q15262 P49641
Q96RS6 Q7KZF4
Q96DP5 O60783
P07602 P05067
Q96BY9 Q9UBV2
Q86X19 P51648
P15880 P46781
Q9BRN9 Q5HYA8
A8MVW5 Q9UHQ9
P06748 P62917
Q9UNX3 P46777
Q9HCS5 Q86X29
Q96S82 Q9UHD9
Q96RP3 Q08334
Q86XD8 A8K2U0
P27695 P13056
P55854 Q9Y2W1
P49207 P46776
Q92598 Q93009
Q99933 P03372
Q00604 Q8TEL6
O00468 Q8WYA6
Q15185 Q9P2N6
Q5T700 O43278
Q9NWT6 O75880
O75448 P05067
P49589 Q9BV44
Q8N2G4 Q12891
O15205 P54136
P03372 O75534
P09758 Q6NXR4
Q5HYA8 P11686
P04004 Q9BVS5
Q12931 Q9NVV4
P14859 P49902
P27487 P46779
Q7L2J0 Q9Y3C1
P30203 Q9Y2J2
P08243 P00966
Q9H3S3 O14967
O00548 O15228
P05067 Q8NFW1
Q9Y617 P98160
P49006 Q9H9A7
Q14694 P54136
P62917 Q07021
Q9NQC7 Q92598
O75147 P30050
Q13503 O95470
P35680 Q9NYF8
P55075 Q8WTT2
Q8N3Z0 Q07021
Q9UJV8 Q9H7B2
Q9Y2R2 Q9BRK5
P24394 Q6PJF5
P50222 Q9NPA0
O43240 P02675
Q13309 Q9NZ09
Q6P9G4 Q9BSA9
O95279 Q15848
Q10588 P53708
Q13573 Q8TAB5
O00442 Q9Y3U8
Q6PCT2 Q5TC63
P39656 Q13505
Q8N386 Q8NC01
O95813 Q9UHI8
P0CG37 Q9UIW2
O43159 Q96EK4
P62487 Q96RN5
Q9BUN8 Q02487
P14314 Q6PI98
P08311 Q8N2E2
Q8N0U6 P13473
Q9NYB0 Q14207
Q99801 P08865
P50914 P18077
Q92820 Q86XX4
O60939 Q5UIP0
O15205 Q92696
P48742 O00512
Q9BV44 Q96QK1
Q969P0 Q07020
Q9NVH0 Q9H9J2
Q8TCI5 Q4G0W2
Q8ND56 Q9NP73
Q8N687 Q96KR4
P32969 P62244
Q9NZR4 Q01826
O75880 Q49B96
P18031 P31323
Q9BVS5 P12694
Q9BXJ1 P22735
P55212 Q9UKG9
P56589 Q9NPL8
Q15526 Q9Y2Q9
Q9NUM4 P51571
Q15848 Q5J8M3
O14980 A2A3K4
Q9NWT6 Q4U2R6
A6NJ78 O14561
P03372 P13473
Q9P032 Q9Y2S7
Q9H7E2 P46779
Q9NR96 Q86UE4
Q8TCS8 Q9ULH4
P55899 Q9H6X2
O43920 Q9P032
P27487 Q9NS69
P15927 P41208
Q8WWF1 Q0P6H9
P78310 Q96CS3
P08582 Q8WXG6
O60356 Q93009
P49770 P05067
Q92990 Q8NC69
P25445 O14763
P23352 O43159
Q9H3D4 P46379
Q6ZMB5 Q5T160
Q9BZL1 P55081
Q9NUM4 P14314
Q96AK3 Q9UNK9
P42768 Q9Y2R2
P15880 Q9ULX3
Q9H9P8 P22735
P26367 P10275
O43561 P03973
P62136 Q14814
Q9UI38 Q9H490
Q92540 Q6P1J9
Q9BYV8 Q2VPK5
P35680 Q6MZP7
O00567 Q9UHB7
P50458 Q9UKD2
Q96DP5 P49753
P0CG37 P48723
P60484 P78346
Q9BZR6 P06702
P31314 P08865
Q9UQ13 P05067
Q92820 P51688
Q8N9N5 Q7L273
P10275 P46776
Q16827 Q9HCN8
P32780 P13473
Q9NYB0 Q8IX12
Q9BYJ0 P05067
Q8WWU7 Q9HC84
O43240 P08311
P04004 Q03405
P02746 Q8NCH0
Q9NZD8 Q8IWE2
Q5T7W7 Q9UIF7
Q8WWZ8 Q99988
P03372 P13797
P27695 P78325
Q8WVJ2 P04004
Q9Y535 P09884
Q5GFL6 P0CG47
P51398 Q9Y399
Q96NH3 P46379
Q9UJ14 Q92521
Q9P127 P84090
Q969E3 O60245
P32927 P19235
P27695 Q96EG1
Q9GZY0 Q9P127
Q9HBL8 Q15024
Q9Y5F7 Q96SQ9
Q9BUN8 Q92953
Q9UBV2 Q15011
Q13503 P17677
Q9GZU5 Q9UBV2
Q96IK1 P05067
P05067 Q99720
P12830 P49207
Q96K76 O95202
P03891 Q05586
P14625 P55084
Q2MV58 Q9UMX5
P02751 O14980
O75844 P82675
P19320 Q9BZL1
Q15468 Q8IUZ0
O43716 Q9BV44
P34910 Q6UX40
Q99836 Q9NPY3
P40337 P62906
Q9BV99 Q86X55
P25445 Q2VPK5
Q12923 Q13158
Q96C01 O75380
Q96NE9 P81605
P00750 P05121
Q99689 Q9BVI4
Q9UBM1 P0DPA2
Q13257 Q13309
P27695 Q9H7E2
Q6ZP82 P28329
Q9UK55 P00742
P13798 Q9NY33
Q9BQ48 Q9BYD1
Q13797 Q92752
Q14978 O76021
P23276 P05305
Q86UE4 Q8N5I2
Q8NBX0 P23786
P03372 P62244
Q5BKY1 O75635
P01876 P35030
P62249 P49207
Q9Y3B7 P51398
P00738 P02790
P03372 Q8NBZ7
P03372 P23511
P12830 Q9Y2D5
Q5BVD1 Q99943
Q9BXJ2 Q96FE5
Q86VY9 Q99650
P40818 Q96FZ7
P27695 P06132
P30307 P60903
Q86T26 P15151
Q12824 Q8WUJ1
P25445 P29350
Q13635 P48634
Q8WVJ2 Q9Y2D5
O14931 Q9NQ25
P26022 P08603
P02749 P00742
P11511 Q5SNT2
Q9NQC7 Q5SWX8
P11686 P48645
O00468 Q71UM5
Q86XR7 Q14653
Q9BSH3 Q7Z4N8
O75390 Q6L8Q7
Q6NT76 Q9BVC3
Q6UWR7 O15228
P49639 Q96DN2
P04150 P82673
Q15262 P10912
Q8WUJ0 P13051
P46776 Q12789
Q07020 P46777
O76024 Q9H0W9
P50222 Q9NQ30
P27695 Q92504
P18627 Q5SZK8
Q9UIR0 P32004
Q7L2J0 Q9H2U2
Q9UNX3 Q8N5C6
Q96C19 Q15293
P22304 O00442
Q9NZQ7 Q14739
P04150 P01031
P08247 Q9Y619
Q13155 Q6PI48
Q99943 P06702
O15145 P10644
Q96HB5 Q9UJ70
P20674 Q8NBX0
P17301 P24821
P55899 P09132
O95831 P06702
Q96CF2 P16278
P06748 Q9BXY0
A8MVS5 Q86UT6
P0DPD6 P42081
O43169 Q8N201
P06748 P62841
Q86X19 O95573
Q8IXW5 P19387
Q68D85 Q5BVD1
Q9P1A6 P28799
Q13635 P32004
Q04741 Q9UNN4
Q9UGN4 P29350
Q7Z6A9 P78346
Q8WXI8 O15144
P18077 P62269
Q6PIU2 Q9UDX5
Q7L2J0 Q7L2H7
P04150 Q96C36
Q9BXJ2 Q7LGC8
O75607 Q9NWB6
Q66K64 P49750
O15393 Q9P2J5
O15205 Q9H668
Q9Y4L1 O15160
Q92844 Q14694
P08311 P17936
Q6UWY0 O14967
Q6IN84 Q9HA77
P20273 P40259
Q9BWN1 Q9Y2E5
Q16851 P10155
Q9Y5W5 P60891
P18887 O14980
Q9UQV4 Q9BXS9
Q9Y5X9 O94985
Q9UBR4 Q9UKY1
Q15125 Q8N2H4
Q8IYB3 Q5T280
Q96FV9 O75152
Q9NQC7 P46777
Q0VD86 Q96HD9
Q96IK0 Q6PI78
Q13309 P14780
P19320 P60866
P19320 P08865
Q9BZW8 P09326
P19438 Q9NQ84
P51888 P98160
Q8N687 P23142
Q9HCN8 P00749
Q9BSH4 Q9HA77
Q5BVD1 Q9NR82
Q969P0 P62917
Q9NYB0 Q7Z589
Q8N878 Q92628
P30533 Q12888
Q12888 O95400
Q96HY6 P51571
Q02252 Q5TGI0
Q8WUK0 Q9Y2S7
Q9NX14 Q9BU61
Q96SQ9 P17677
O95425 P03372
O94985 Q03701
Q13158 Q9NPP4
Q14696 P12319
Q9BRK5 P05067
Q6UXL0 O95476
O15205 Q02413
Q9H8J5 Q68D91
Q7L2J0 Q58FF8
Q15185 Q96G46
P10644 P82279
Q96FJ2 Q96RU2
Q92915 Q70CQ2
P18077 Q9ULC4
P50222 P01137
P04150 O95573
P19438 P51571
P19438 P42575
Q8NBJ9 Q9UKY4
Q9NRS4 P42898
O60603 P14625
P25445 P19438
Q96CF2 P04004
P35219 Q9Y5V3
P47871 Q9NQ84
Q13275 P15692
O75439 Q9NVS2
Q07021 P51688
P10275 P52907
P01185 Q92743
O15205 P15880
P26367 Q9Y6X8
P43897 P20674
P03372 Q96AG4
P03372 Q86Y79
Q9BRY0 Q0ZGT2
P02746 Q70CQ3
P13984 P05067
Q9NUM4 Q8WTV0
P27487 Q5T0W9
Q02978 P27797
Q2HXU8 Q9NPL8
Q9UNW1 Q6PCB0
Q70CQ2 P61960
Q8N3V7 P80723
Q8IZH2 Q15032
O75844 Q9BTV4
P00749 Q03405
Q9UNQ2 P62917
Q9P209 Q2VPK5
P02675 O95202
Q96L08 Q86SG5
O14561 Q9H9J2
P22695 Q9NS69
Q99608 O15371
Q9Y4E8 Q93009
P36578 Q12789
P27487 Q9UNX3
P49207 P62841
Q8N7C0 Q86XT9
Q5HYK3 P82673
P29966 Q9ULE6
Q07021 P62241
Q15049 O76024
Q8TDQ1 P29350
Q96CF2 Q9NZT1
P60484 Q9BQ70
Q96DA0 P99999
Q99766 Q03828
Q8NI22 Q9P2J5
Q13361 Q9UHF1
O75880 P22695
P55075 Q96CB9
Q8TB22 Q9NUB1
O95831 Q9Y697
Q15049 P60891
P20273 P08575
Q96KN3 O60519
Q9BRB3 Q6V1X1
P59942 Q5T2R2
Q92820 Q96F46
P30047 O75147
Q9HC29 Q8IV03
P29966 Q9NS69
Q9BZR6 P20916
Q9UBV8 Q6ICG6
Q00604 Q92673
P03952 Q9NQX3
Q96CF2 Q9Y2D5
Q9NP73 Q9Y2K5
Q86VU5 O15173
Q15185 Q14738
Q15526 P82675
O15205 O75971
Q8IY22 P84996
Q5T2D2 Q6NUM9
P13473 Q2PPJ7
P46087 O43159
O00220 Q969Z4
Q9NUX5 Q9BSQ5
O00165 P10909
Q4G0W2 P53396
Q92542 Q12789
Q6P1X5 P55081
P04275 P27797
P04278 P11831
Q9UJV8 P62241
Q86T26 P15586
O95831 Q70CQ3
Q9UKD2 P61353
P08473 P05067
P43897 Q9UGM6
P20333 P17707
P13984 P46379
P05109 Q5T3J3
Q08J23 P27694
Q96BH3 Q8NBZ7
P14859 P42702
Q8N386 O43772
Q9NS69 Q9BY50
O14980 Q02878
Q9NPG3 Q9Y294
O14830 Q8IVD9
Q5JSZ5 O95985
Q9Y6G3 Q96GC5
P01024 P17927
P48357 Q12913
Q96HY6 Q9NVV4
Q8TDN1 Q5SWA1
Q9BYD1 Q9BRJ2
Q9BQ70 Q9UHJ6
Q7L8L6 Q9H9J2
Q6UXG3 P55061
P27487 P27797
Q9Y2P8 Q6P1X5
P62861 P16871
Q8NBF2 Q9NY33
Q9ULZ3 O95999
P50222 O43561
P12319 P55082
Q96HY6 Q8TDN6
O00567 P14314
O95985 P43490
Q9HCN8 Q9P0I2
Q9ULY5 Q86UL3
P62829 P60866
Q8TB96 P60866
Q8TB96 P08865
Q3YBR2 Q8NBZ0
O75489 P12074
P15927 P05067
Q9BXS4 P49641
Q13503 O95297
Q86T26 Q9NQX7
Q0VD86 Q96PV6
P49419 P53597
Q96HY6 P61960
P50222 Q9H3H3
Q96HY6 Q9NQ55
Q86WK6 Q9Y6D0
P62906 P46777
Q9Y2R9 Q9Y3C1
Q9Y535 O14802
Q8TBE3 Q9NQX7
P31944 Q02413
Q8NB14 A2RU54
Q9BXJ2 Q9NRB3
Q9NQC7 P84090
Q8WWF1 O95390
Q9NZJ7 O43169
P12830 O95433
Q9NRS4 P05109
Q9Y4I5 P48553
B9A064 Q9NTN9
Q8NCD3 P06748
Q8NEC5 Q6UY14
P60484 Q9Y3Y2
Q9BXR5 O95672
P46776 Q13155
O15194 P16070
Q8IVD9 P30988
P43897 O60783
Q86T26 P18031
Q9BZR8 P10415
Q9ULW3 Q8N5C6
Q7L2J0 Q92598
P56589 Q7Z412
Q7L5N7 Q15526
P29350 Q8TDN6
P50914 Q9NWB6
Q6ZMH5 A8MVW0
Q96H96 Q9BYD1
P14625 Q8TAQ2
P62241 Q9H7B2
Q16548 Q16611
Q6ZUJ4 P35030
Q49AJ0 P46379
P29966 Q96S66
Q9HC24 Q13505
Q96MF6 O00411
Q66K64 P13797
P28702 P14625
Q96FJ2 Q9NR82
Q8WXI8 O43291
Q12805 Q9UHF1
Q14213 O43149
Q96AG4 P30533
Q9Y2I6 Q86WP2
P03372 Q14331
Q9NP94 Q9H0Q3
Q96PE5 Q53R41
P82663 P36578
Q7Z739 Q9Y3I0
Q5T700 Q6PCB7
P0CG37 Q9UKP4
P62136 Q4G1C9
Q16827 P14314
P02749 P08519
Q969Z4 Q96S97
Q9NQC7 P46779
A4D1S0 Q14766
Q66K64 Q03393
P36941 O00411
Q9BTT0 P15880
P46379 Q9UMF0
P04183 P19883
O14931 O00754
P19883 Q8TCT0
P18077 P09110
P84090 Q96QD9
Q9P0U3 P46060
P54578 P49207
Q8TE23 P36383
A5D8T8 O00462
Q15848 Q9H0F6
Q96QK1 Q9Y266
Q9HCN8 Q9BTV4
O15205 A4FU69
P15927 Q96P63
Q15048 Q15370
Q504Y0 P36383
O00567 Q8TDN6
Q9H6X2 P62829
Q86X19 O75489
P29350 P16284
Q86X76 Q15031
P06748 Q9NVV4
O15205 Q8NCH0
P08519 P02751
P10644 Q8TBE0
Q9NVH0 O95202
P02751 P62249
O00567 Q9NQ55
Q9Y3U8 O43159
Q53F39 Q12891
Q13601 Q99575
P06748 Q8TDN6
O95210 O95278
Q9BUB7 Q9H9J2
Q16827 Q16850
Q8N878 P36952
Q2HXU8 Q96KR4
O75390 P82673
P13473 Q8NFJ5
P11387 Q8TE57
Q9UJ70 Q9Y266
Q9NZN8 Q5JSZ5
Q96A22 Q96J84
Q969P0 P62841
Q9H668 P09884
Q9BRU9 Q03701
P04150 P51843
Q9UK85 Q9NYQ7
O60356 Q96FJ2
P62906 P32969
Q01860 P82673
Q9BY76 Q14790
O75607 Q9Y4W2
Q07820 O75635
O43493 Q8WUA7
O76024 Q96GL9
Q9HCN8 Q641Q3
Q3KNS1 P04035
Q9BY84 Q14257
Q6YP21 Q15124
P00966 Q9NVM4
Q8N0Z8 P05067
Q13115 Q9UBQ0
Q9NW97 Q96PZ0
P08243 P62136
Q9UNA3 P13224
Q9NW97 Q0VAQ4
P24071 P12314
O43493 O94829
Q01151 Q8NFA0
O95476 Q8N766
Q9P0N9 O60346
P11279 Q7Z392
P01137 Q8TEU8
Q5RKV6 Q07021
Q14108 P52907
A6NJ78 Q5VTE6
P21757 Q7L5A8
P43897 P49753
P46779 Q02543
Q9BQY4 Q9UD57
O75390 Q96C36
Q7Z353 O15160
Q96K76 Q9H0R6
Q9UBX2 P32969
P13473 O14967
Q9UI10 Q14232
O95433 Q8ND56
P62277 P78316
P46779 Q96PZ2
Q9BXH1 P10415
Q9UHD9 O94888
Q07021 Q12789
Q15646 P78316
Q9NZN8 Q92628
P82664 O60783
Q5J8M3 Q9UHG3
Q96G74 P51784
Q96CM3 P51398
Q9BRK5 P16260
Q9BY32 Q04760
P27487 Q8TCJ2
P20774 Q05707
Q8WWF1 Q8ND04
Q5T700 Q6NUQ4
P22105 Q8N9N5
O14980 Q6UUV7
Q96AG3 O95210
Q6PIU2 Q7Z2K6
P46776 P62269
Q02878 Q9UBV2
P43630 Q8N5I3
Q8TDB4 Q9UJ14
Q9H7B2 O75446
Q16643 P06396
O95433 P62269
Q9NZQ7 P42357
P23471 Q02878
Q6P587 P23786
Q9Y240 P12644
P08247 Q8WUM9
Q86T13 Q96HS1
P60866 P62241
Q9Y2Z9 P99999
Q8TB96 Q9BSK2
Q9P032 Q14257
P29966 Q5T0W9
Q6ZT07 Q96PZ0
P02751 P15927
O43915 Q92673
P05981 O76061
Q96H96 Q14257
P04150 P30049
Q99542 P36955
Q15109 P58753
O95620 P28676
Q16281 O14523
Q9Y3U8 Q9H9Y2
Q96RD7 Q96CS3
Q5T215 P48553
Q02878 P60866
P12830 Q6P995
Q9P2Z0 Q08188
Q13635 Q92562
Q92558 Q6DKJ4
P30533 Q9BSH4
Q96AG3 Q8TCJ2
Q8N3V7 O15145
P14625 P29966
P08247 P0DPA2
P15927 P48634
Q15185 Q9NUY8
P56177 P20839
P55899 Q30201
Q93009 Q15011
O76024 Q5D0E6
P20719 P13489
Q9HBL7 Q8N766
Q96LM5 Q8N9N5
Q92673 O75462
O60704 Q86V85
Q9UKJ1 Q5KU26
Q8N687 P35556
Q9H3P2 P05067
Q15013 P16278
O75147 Q5UIP0
Q8WTU2 Q9NZB8
Q9H9J2 Q8TB96
O15194 Q8IUW5
Q5T700 Q9NRB3
Q9BXJ2 P08174
Q9NQT5 Q96SZ6
Q99608 Q7Z4N8
Q9BXS4 Q9NPF2
P98160 P14543
P13473 Q8N5Z5
P48307 Q96B23
P22304 P34059
P03372 Q13895
Q4G0X4 Q96SI1
Q5TKA1 Q96GY3
Q6ZSA7 Q8WVQ1
Q9UHP7 O94829
Q96NE9 P62136
P30203 Q9NVR7
O14980 Q96ST2
P22695 P27797
P60484 Q02413
O95400 Q15459
P13051 P15927
Q9P0I2 Q9BV81
O43159 Q9H9Y2
P27695 Q9BQF6
O95470 Q8IY49
Q68D85 Q9HAV4
Q9P2N6 O00507
P30203 Q6NUM9
P07359 P40197
Q01344 O75197
Q03431 Q13505
Q00604 P12110
O43915 Q86XX4
P31944 P06702
Q96BY9 P00738
Q0VD86 Q99932
Q9Y279 Q9UBH6
P04150 Q8WZ75
P0C870 Q96CS3
P29966 P27797
Q9H7H0 P51398
P54578 Q12769
P82663 Q8WVM0
Q9NZQ7 O15027
Q9BZI7 Q9Y2W1
Q4G0W2 P19623
P11686 Q13443
Q9UBX0 O75360
Q5BVD1 Q7Z2K6
Q9NS69 Q6NUK1
P62910 P46776
O15503 O94985
Q8IYB3 Q14028
Q86T26 P27694
Q7L2J0 P46777
P27695 Q8TAQ2
O15205 P62277
Q9H7H0 Q9H2U2
P0CG37 O75197
P04003 P26022
O43291 P86790
Q9UFN0 Q9HA92
Q86WP2 P36952
P62906 P62910
O00165 Q13045
Q9NZD8 Q15257
Q9NP94 Q8NBD8
Q96EY4 Q96S66
P08949 Q9Y2I1
Q14126 Q02487
P04150 Q9HAH7
Q9NTN9 P28799
Q5JUR7 Q4J6C6
Q9NQX5 P61803
P36578 P62269
Q92738 P05067
O15118 O15144
Q96QA5 P02655
Q86X76 O14561
Q96HY6 Q5RKV6
P08243 Q12931
Q15116 P11117
O15393 P50454
O75489 P55809
Q96HD1 Q96AG3
P01137 P46060
P05111 P27797
Q86T26 Q9Y305
Q6UN15 P55081
P99999 P24752
P02751 P20701
Q13651 Q9Y6D0
Q02297 Q9UL01
Q13257 Q96IY1
Q96QK1 Q9UBI1
Q96GX1 Q8N0U8
O15027 Q9H4H8
P15586 Q9P287
P56589 Q70CQ3
Q8TCJ2 Q8WZ42
P41594 P05067
Q9Y279 Q9HC21
P49917 Q16854
Q12931 P19438
Q8WUK0 Q7Z3U7
Q96C01 Q969N2
Q8WWY8 Q5BVD1
P43897 Q9NYK5
P03372 Q9Y679
P29966 Q9Y5Z9
P46781 P82664
P11279 P98172
O43291 Q7Z4F1
P00451 P07307
P49207 P62241
Q96BP2 Q9H501
Q70EL1 Q7LBR1
Q96HE8 Q13021
O14980 Q9BQ70
Q9H3D4 P13797
O60356 O15145
Q15125 O95870
P01730 P11912
P40197 Q9BUB7
Q8N386 Q86X83
Q01860 Q12888
Q07021 Q9Y6G3
Q9P2S2 Q8N2Q7
Q96GY3 P61769
O75147 Q9UKD2
P61353 P62269
P62136 Q13641
Q92752 O14594
A2RRL7 Q2TAA5
P03372 P50914
O76021 P62917
Q99689 Q14515
Q16790 O43592
Q9H6D8 P03891
P03372 P19387
Q96QS3 O94829
P62081 Q71UM5
Q6UXG8 O14653
P14780 P39060
Q96AG3 Q8N5I3
P60891 P50053
P04233 Q9UI10
P42701 P18084
